id,english,translation
0x4C96506D,"The organic mass continues to expand and take over the complex. The recombinated nightmares now move freely through the corridors. My remaining crew is hastily constructing a transmitter for the Marker in an attempt to broaden the signal it is emanating. Dr. Foster said the idea came to him in a vision. Our hope is to use the signal to keep the unchecked infection from spreading to the landing area. There is little time remaining! You must send help as quickly as possible! Our lives are in your hands.","유기물 덩어리가 계속 확장하며 시설을 잠식하고 있다. 재조합된 악몽 같은 존재들이 이제 복도를 자유롭게 돌아다닌다. 남은 대원들은 마커에서 방출되는 신호를 넓히기 위해 마커용 송신기를 서둘러 만들고 있다. 포스터 박사는 환영 속에서 이 아이디어를 얻었다고 했다. 이 신호로 걷잡을 수 없는 감염이 착륙장까지 퍼지는 것을 막기를 바란다. 시간이 얼마 남지 않았다! 최대한 빨리 도움을 보내 달라! 우리의 목숨이 당신들 손에 달려 있다."
0x4C9FCB35,"Left","왼쪽"
0x4C9FCB3B,"Right","오른쪽"
0x4CC99717,"Hard","어려움"
0x4CEB8195,"Repair the Shuttle","우주선을 수리하라"
0x4D00C100,"AUDIOLOG\nADDED","음성 기록\n추가"
0x4D4B9CE3,"(Oxygen)","(산소)"
0x4D5FA352,"LIFE SUPPORT","생명유지장치"
0x4D70AC26,"Press START button to continue.","계속하려면 START 버튼을 누르시오."
0x4D9080B5,"ACTIVATE BRIDGE","다리 작동"
0x4D9080B6,"BRIDGE ACTIVATED","다리 작동 중"
0x4D9080B7,"BRIDGE UP","다리 올라감"
0x4D9080B8,"BRIDGE MALFUNCTION","다리 고장"
0x4DB8EC93,"Chapter 4: Obliteration Imminent","4장: 소멸 직전"
0x4DC6064B,"Oxygen Recharge","-산소 충전기-"
0x4DD56909,"I'll have to drag the Marker through the colony.  The door to the Supply Depot is offline.  I need to find a Power Cell to get it working again.","콜로니를 가로질러 마커를 끌고 가야 한다. 보급품 저장소 문이 작동하지 않는다. 다시 작동시키려면 파워 셀을 찾아야 한다."
0x4E136136,"[Blank_XBoxAim]","[Blank_XBoxAim]"
0x4E4CD1B1,"CREDITS","현금"
0x4E5584D6,"Michael Condrey","Michael Condrey"
0x4E60DF70,"RUBY SEMICONDUCTOR","루비 반도체"
0x4E66881F,"Frank Gibeau","Frank Gibeau"
0x4E80D7E8,"Cenrtifuge is currently offline. Please activate clutches.","원심분리기가 현재 작동하지 않습니다. 클러치를 작동하십시오."
0x4E80D7E9,"Clutches Engaged. Activate Console.","클러치가 연결되었습니다. 조작기를 작동하십시오."
0x4E97E644,"Medium Med Pack Schematic","중형 회복제 설계도"
0x4EB1D875,"Steve Schmidt","Steve Schmidt"
0x4EB6853E,"Complete Chapter 12 on any difficulty setting","아무 난이도로 12장 완료"
0x4EC9F75F,"Hydrazine industrial torch.","하이드라진 공업용 토치."
0x4ECBD18E,"EXECUTIVE AREA UNLOCKED","간부 구역 해제"
0x4EFEE769,"Claw Arm Malfunction! Manual Replacement Required.","기계팔 고장! 수동 교체가 필요합니다."
0x4EFEE76A,"Claws Attached. Activate Center Console.","기계팔 부착 완료. 중앙 조작기를 작동하십시오."
0x4F0C1B4E,"ACTIVATED THE TRAM","전동차 작동"
0x4F17800C,"Large Air Can Schematic","대형 산소통 설계도"
0x4F4AD6AB,"00","00"
0x4F4BD6EA,"10","10"
0x4F4CD729,"20","20"
0x4F4DD768,"30","30"
0x4F4ED7A7,"40","40"
0x4F4FD7E6,"50","50"
0x4F50D825,"60","60"
0x4F51D864,"70","70"
0x4F52D8A3,"80","80"
0x4F531872,"Cargo Bay","화물실"
0x4F531873,"Tram Station","정거장"
0x4F531874,"Storage Room A","보관실 A"
0x4F531875,"Hangar Bay","격납고"
0x4F53D8E2,"90","90"
0x4F5EFF7C,"Punch","휘두르기"
0x4F751231,"Save your progress?","진행 상황을 저장하시겠습니까?"
0x4F7CF6EA,"DANGER DANGER DANGER","위험 위험 위험"
0x4F7CF6EB,"Dangerous anomalies detected.  Clear boulders before restoring gravity.","위험한 이상 물체 감지. 중력을 복구하기 전에 바위를 제거하십시오."
0x4F7CF6EC,"ANOMALIES","이상 물체"
0x4F8B02E1,"CIRCUIT OCCUPIED!","이미 사용된 회로!"
0x4F8B02E2,"This circuit has already been overridden.","이미 강제 조작된 회로입니다."
0x4FA18788,"This is Sergeant Neumann, P-Sec! We've lost all the shuttles! One of them just took off, then came straight back down and crashed into the bay! Took a couple hundred people and all the remaining shuttles with it! If anyone can hear this, do not land!  Do not land!","여기는 행성 보안대 뉴먼 병장이다! 운송선을 전부 잃었다! 한 대가 이륙하자마자 곧장 추락해서 격납고에 처박혔다! 수백 명과 남은 운송선들을 모조리 휩쓸어 버렸다! 누구든 이걸 듣고 있다면, 착륙하지 마라! 착륙하지 마!"
0x4FB03C21,"I think that's precisely the point, doctor. God's work.","바로 그게 핵심이지, 박사. 신의 뜻이야."
0x4FB03C23,"You can assume all you want to. I do not. The Marker is glorious and divine, you - you know that.","자네야 마음대로 추측하게. 난 아니야. 마커는 영광스럽고 신성한 존재야, 자네… 자네도 알지 않나."
0x4FB03C25,"Anyway, we'll have it on board tomorrow. You can analyze it all you want to. What are you so worried about?","어쨌든 내일이면 마커를 선적할 거야. 원하는 만큼 분석하게. 뭘 그렇게 걱정하나?"
0x4FB03C27,"Doctor... Terrence... there will always be risk when the stakes are high. And here, they're enormous. It could change everything.","박사… 테런스… 걸린 게 클수록 위험은 늘 따르는 법이야. 그리고 이번엔 걸린 게 엄청나지. 모든 걸 바꿀 수 있어."
0x50014090,"This is mutiny! You'll all be tried for mutiny! Kyne, make them listen to reason!","이건 반란이야! 전부 반란죄로 재판받게 될 거다! 카인, 이놈들이 정신 차리게 해 봐!"
0x50014092,"The Marker must be delivered to the church! Terrance, please...","마커를 교회로 가져가야 해! 테런스, 제발…"
0x50014095,"(Screaming and flailing) AAaaaaaaaahhhhh!","(비명을 지르며 발버둥 친다) 으아아아아아아아악!"
0x500140BE,"Traitor! Heretic!","배신자! 이단자!"
0x500140C1,"Aaarrrggghhh!","으아-악!"
0x500A635A,"Producer","프로듀서"
0x504467B7,"Mix Agents","-물질 혼합-"
0x50554262,"Senior Core Engineering","수석 코어 엔지니어링"
0x506423A2,"French Product Manager","프랑스 제품 매니저"
0x506423A7,"French Public Relations","프랑스 홍보"
0x506537C3,"Additional Engineering","추가 엔지니어링"
0x5080504E,"Captain's log, personal. I want to set the record straight. By the time this log is heard, my actions will have been vindicated. I'm a Unitologist. By now, it's probably no secret that we shouldn't be in this star system. Just another illegal mining job for the company... That is until the colony found the Marker. That was when the Church took an interest, and chose me to lead this pilgrimage. They also ensured many of the mission crew were devout. My primary instruction was to get the Marker up from the colony and on board the ship. Dr. Kyne, the CSO, is an expert on the original Marker and was tasked with deciphering this new one. He says he's making good progress. My decision to quarantine the colony is sound. They've got some kind of epidemic down there, and I can't allow it to infect the ship. Not with such a precious cargo. Not when we are so close! Planetcrack takes place tomorrow. We'll continue to decipher the Marker, and when we return home, we'll pass all our findings, and the Marker, to the Church. The government isn't going to cover this one up. Altman be praised.","선장 기록, 개인용. 사실을 바로잡고자 한다. 이 기록이 알려질 때쯤이면 내 행동이 옳았음이 입증되어 있을 것이다. 나는 유니톨로지 신자다. 지금쯤이면 우리가 이 항성계에 있어서는 안 된다는 건 아마 비밀도 아닐 것이다. 그저 회사의 또 다른 불법 채굴 작업일 뿐이었다… 콜로니가 마커를 발견하기 전까지는. 그때 교회가 관심을 갖게 되었고, 이 순례를 이끌 사람으로 나를 선택했다. 교회는 또한 임무 승무원 상당수를 독실한 신자로 채웠다. 내가 받은 주요 지령은 콜로니에서 마커를 끌어올려 우주선에 싣는 것이었다. 수석 과학관인 카인 박사는 원본 마커의 전문가로, 이 새로운 마커의 해독을 맡았다. 그는 작업이 순조롭게 진행되고 있다고 한다. 콜로니를 격리하기로 한 내 결정은 타당하다. 저 아래에 무슨 전염병 같은 게 돌고 있는데, 그게 우주선까지 감염시키도록 둘 수는 없다. 이토록 귀중한 화물을 싣고 있는데. 이렇게 목표에 가까워졌는데! 행성 채굴은 내일 시작된다. 우리는 마커 해독을 계속할 것이며, 귀환하면 모든 연구 결과와 마커를 교회에 넘길 것이다. 이번만큼은 정부도 은폐하지 못할 것이다. 알트만을 찬양하라."
0x5093F984,"\n","\n"
0x50AA1BAD,"Isabel Guijarro","Isabel Guijarro"
0x50AA1BAF,"Maria Beatriz Silva","Maria Beatriz Silva"
0x50AF106E,"High","높음"
0x51040E32,"Andrew Green","Andrew Green"
0x51651569,"RADIATION HAZARD","방사능 위험"
0x516D4807,"SINGULARITY CORE FOUND","특이성 코어 발견"
0x5176DE13,"BALANCE","잔액"
0x5195BB18,"Data board is missing.","데이터보드 없음."
0x5195BB19,"Tram damaged! Please repair and try again.","전동차 파손! 수리 후 다시 시도하십시오."
0x5195BB1A,"Call tram to access main decks.","주 갑판으로 가려면 전동차를 호출하십시오."
0x5195BB1B,"Tram en route","전동차 이동 중"
0x51A9162E,"Military-grade assault rifle with a high rate of fire.","높은 연사력을 자랑하는 군용 돌격소총."
0x51FE9C93,"PULSE RIFLE","펄스 라이플"
0x520BD18B,"VICTORY AGAINST THE LEVIATHAN","거대괴물 격파"
0x52243760,"ELEVATOR PROBLEM","엘리베이터 문제"
0x527C55BF,"Collect 150 Logs","기록 150개 수집"
0x529C659A,"CONTACT BEAM","컨택트 빔"
0x52AA5B0F,"KENDRA IS ALIVE","켄드라의 생존"
0x52C1FA52,"Technical Director","테크니컬 디렉터"
0x52C2C0E4,"HURRY UP!","서둘러!"
0x52D08453,"Use Stasis on 50 enemies","적 50명에게 감속장비 사용"
0x52E6E0A1,"Eviscerator","도륙자"
0x53075819,"LARGE AIR CAN","대형 산소통"
0x53306D10,"Aim Mode (toggle)","조준 (전환)"
0x53614A68,"LOCKED DOOR","잠긴 문"
0x5378863F,"Go to the Crew Deck","승무원 갑판으로 가라"
0x53830C94,"Joseph Salud","Joseph Salud"
0x538E78FF,"AUTOPSY REPORT","부검 보고서"
0x53F6FC1A,"[Switch_Weapon]","[Switch_Weapon]"
0x5436239E,"[Pickup_Activate]","[Pickup_Activate]"
0x5493A50D,"Bring this schematic to the store to unlock the Medium Med Pack.","이 설계도를 상점에 가져가면 중형 회복제의 잠금이 해제됩니다."
0x54F87004,"Complete Chapter 7 on any difficulty setting","아무 난이도로 7장 완료"
0x55133ED5,"Bring this schematic to the store to unlock the Large Air Can.","이 설계도를 상점에 가져가면 대형 산소통의 잠금이 해제됩니다."
0x552F2085,"PLASMA CUTTER","플라즈마 커터"
0x5598048A,"Glow","빛 번짐 효과"
0x559E852E,"Alyssa Rose\nKai Jatin\nAlyssa\nLeoni\nIan Ansel\nJackson Thomas\nLucas\nZara James\nCaitlyn\nKai Joshua\nKody\nKyle\nJiannah Faith\nJack William\nAgatha Marjorie ","Alyssa Rose\nKai Jatin\nAlyssa\nLeoni\nIan Ansel\nJackson Thomas\nLucas\nZara James\nCaitlyn\nKai Joshua\nKody\nKyle\nJiannah Faith\nJack William\nAgatha Marjorie "
0x55C27721,"FIND THE SINGULARITY CORE","특이성 코어를 찾아라"
0x55FDF678,"RENDEZVOUS","합류 지점"
0x5606993D,"ERROR","오류"
0x561046DD,"LARGE MED PACK","대형 회복제"
0x561529E3,"Pavel Rutski","Pavel Rutski"
0x56364335,"International Campaign Executive","해외 캠페인 담당 임원"
0x56386C67,"A portable defibrillator should provide enough juice to detonate the thermite.  There's one in Zero-G Therapy, according to Hammond.","휴대용 제세동기라면 고열폭약을 터뜨릴 만한 전력을 공급할 수 있을 것이다. 해먼드 말로는 무중력 치료실에 하나 있다고 한다."
0x566100A5,"CROSS REPORT 3","크로스의 보고 3"
0x56615247,"Italiano","Italiano"
0x5693560C,"SMALL AIR CAN","소형 산소통"
0x56A83E37,"Control Room","통제실"
0x56A83E38,"Days since last accident: 0","무사고 일수: 0"
0x56A93E76,"Tram Station","정거장"
0x56A93E77,"Thank you for visiting the Engineering Deck","엔진 갑판을 방문해 주셔서 감사합니다"
0x56AA3EB5,"Tram Station","정거장"
0x56AA3EB6,"Shift Workers please check in with Foreman on duty","교대 근무자는 당직 반장에게 출근 보고를 하십시오"
0x56AB3EF4,"Elevator to Centrifuge","원심분리기행 엘리베이터"
0x56AB3EF5,"Authorized Personnel Only","관계자 외 출입 금지"
0x56AC3F33,"Elevator to Centrifuge","원심분리기행 엘리베이터"
0x56AC3F34,"Authorized Personnel Only","관계자 외 출입 금지"
0x56AD3F72,"Refueling Control Stations","급유 통제소"
0x56AD3F73,"DANGER:  Authorized Personnel Only","위험:  관계자 외 출입 금지"
0x56AE3FB1,"Control Room","통제실"
0x56AE3FB2,"Shift Workers please check in with Foreman on duty","교대 근무자는 당직 반장에게 출근 보고를 하십시오"
0x56AF3FF0,"Machine Shop","기계실"
0x56AF3FF1,"Reminder:  Please sync your RIG regularly","알림:  RIG를 정기적으로 동기화하십시오"
0x56B0402F,"Control Room","통제실"
0x56B04030,"Secure all tool guards","모든 공구 보호대를 고정하십시오"
0x56E6C3E0,"Weapon Slots Full","무기칸 가득 참"
0x56FF8A29,"ENGINE REFUELED","엔진 연료 보충"
0x57122B0B,"Edwin Molina","Edwin Molina"
0x57122B0C,"Jeremy Natividad","Jeremy Natividad"
0x57122B0D,"Bonnie Rosenstein","Bonnie Rosenstein"
0x57254D79,"Refueling Control Stations","급유 통제소"
0x57254D7A,"DANGER:  Authorized Personnel Only","위험:  관계자 외 출입 금지"
0x57264DB8,"Machine Shop","기계실"
0x57264DB9,"Reminder:  Please sync your RIG regularly","알림:  RIG를 정기적으로 동기화하십시오"
0x57274DF7,"South Refueling Control Station","남쪽 급유 통제소"
0x57274DF8,"Accessible via Gondola","곤돌라로 접근 가능"
0x57284E36,"North Refueling Control Station","북쪽 급유 통제소"
0x57284E37,"Authorized Personnel Only","관계자 외 출입 금지"
0x57294E75,"North Refueling Control Station","북쪽 급유 통제소"
0x57294E76,"Accessible via Gondola","곤돌라로 접근 가능"
0x572A4EB4,"Control Room","통제실"
0x572A4EB5,"Secure all tool guards","모든 공구 보호대를 고정하십시오"
0x572B4EF3,"To Control Room","통제실 방면"
0x572B4EF4,"You are leaving the clean zone","청정 구역을 벗어나고 있습니다"
0x572C4F32,"To Centrifuge","원심분리기 방면"
0x572C4F33,"Prepare for Decontamination","오염 제거를 준비하십시오"
0x572CB8C0,"LIST OF DEAD","사망자 명단"
0x572D4F71,"To Control Room","통제실 방면"
0x572D4F72,"You are leaving the clean zone","청정 구역을 벗어나고 있습니다"
0x572E4FB0,"To Centrifuge","원심분리기 방면"
0x572E4FB1,"Prepare for Decontamination","오염 제거를 준비하십시오"
0x5734F0C3,"Character Technical Director","캐릭터 테크니컬 디렉터"
0x5771DEDA,"DECK C: MINING","C 갑판: 채굴"
0x57A03BEB,"NODES DEPLETED!","노드 소진!"
0x57A03BEC,"Node reserves are empty. Unable to comply.","노드 잔량이 없습니다. 실행할 수 없습니다."
0x57A35CFA,"To Control Room","통제실 방면"
0x57A35CFB,"You are leaving the clean zone","청정 구역을 벗어나고 있습니다"
0x57A45D39,"Decontamination Room","오염 제거실"
0x57A45D3A,"All personnel must undergo decontamination","모든 인원은 오염 제거 절차를 거쳐야 합니다"
0x57A55D78,"To Control Room","통제실 방면"
0x57A55D79,"Thank you for your cooperation","협조해 주셔서 감사합니다"
0x57A65DB7,"Decontamination Room","오염 제거실"
0x57A65DB8,"Thank you for your cooperation","협조해 주셔서 감사합니다"
0x57A75DF6,"To Centrifuge","원심분리기 방면"
0x57A75DF7,"Thank you for your cooperation","협조해 주셔서 감사합니다"
0x57A85E35,"To Decontamination","오염 제거실 방면"
0x57A85E36,"Thank you for your cooperation","협조해 주셔서 감사합니다"
0x57A95E74,"Emergency Supplies Storage","비상 보급품 보관실"
0x57A95E75,"WARNING: Obstruction detected","경고: 장애물 감지"
0x57AA5EB3,"Centrifuge Access","원심분리기 출입구"
0x57AA5EB4,"Danger: Variable Gravity","위험: 가변 중력"
0x57AA80B9,"Destroy the Poison Pods","독극물 포드를 파괴하라"
0x57AB5EF2,"Exit to Control Room","통제실 출구"
0x57AB5EF3,"Thank you for your cooperation","협조해 주셔서 감사합니다"
0x57AC5F31,"Centrifuge Access","원심분리기 출입구"
0x57AC5F32,"Danger: Variable Gravity","위험: 가변 중력"
0x57CB4244,"REPAIR INVOICE","수리 명세서"
0x57E5CB06,"Autofire","자동 사격"
0x5808EB8B,"Move Forward","앞으로 이동"
0x58216C7B,"Exit to Control Room","통제실 출구"
0x58216C7C,"Secure gravity boots before exiting","나가기 전에 중력 부츠를 고정하십시오"
0x58226CBA,"Elevator to Lower Level","아래층행 엘리베이터"
0x58226CBB,"Danger: Variable Gravity","위험: 가변 중력"
0x58236CF9,"To Engine Room","엔진실 방면"
0x58236CFA,"DANGER:  Authorized Personnel Only","위험:  관계자 외 출입 금지"
0x58246D38,"Exit to Engine Room","엔진실 출구"
0x58246D39,"WARNING: CRITICAL DOOR MALFUNCTION","경고: 심각한 문 오작동"
0x58256D77,"Elevator to Lower Level","아래층행 엘리베이터"
0x58256D78,"Watch for Automatic Equipment","자동 장비에 주의하십시오"
0x58266DB6,"Elevator to Lower Level","아래층행 엘리베이터"
0x58266DB7,"Watch for Automatic Equipment","자동 장비에 주의하십시오"
0x58276DF5,"Engine Control Access","엔진 제어실 출입구"
0x58276DF6,"WARNING: EXTREME HEAT.  All personnel should wear proper protection","경고: 극고온.  모든 인원은 적절한 보호 장비를 착용하십시오"
0x58286E34,"Engine Room Exit","엔진실 출구"
0x58286E35,"Secure gear before exiting","나가기 전에 장비를 고정하십시오"
0x58296E73,"Return to Control Room","통제실로 돌아가기"
0x58296E74,"Reminder:  Please sync your RIG regularly","알림:  RIG를 정기적으로 동기화하십시오"
0x582A6EB2,"Return to Control Room","통제실로 돌아가기"
0x582A6EB3,"Reminder:  Please sync your RIG regularly","알림:  RIG를 정기적으로 동기화하십시오"
0x58624229,"Cursor Down","커서 아래"
0x5869026C,"USG Ishimura, this is the emergency maintenance team of the USG Kellion responding to your distress call. Come in, Ishimura.","이시무라호, 여기는 USG 켈리온 긴급 정비팀이다. 귀측의 조난신호에 응답한다. 응답하라, 이시무라."
0x586A0278,"What is that?","이게 뭐지?"
0x586A02AB,"Argh, the field's too strong!","윽, 자기장이 너무 강합니다!"
0x586B02B7,"I'm not getting any readings from the port booster and we've lost comms and autopilot. It'll take some time to fix.","좌현 부스터 계기가 전혀 반응하지 않고, 통신과 자동항법장치도 먹통입니다. 고치는 데 시간이 좀 걸릴 겁니다."
0x586C032A,"Huh. That doesn't look good.  She's taken a lot of damage.","허. 안 좋아 보이는데. 손상이 심해."
0x5877DCAE,"Credits","제작진"
0x589E3B6B,"MINING DECK LOG\nKREUZ, G. (QMED)\nThe situation here just got a lot worse. The gravity failure came as we were collating asteroids, and one broke free of the grav beam. It collided with a wall, killing two crew, and split into chunks. They're free floating in the processing room, and we can't restore gravity to get the Master Key until they're cleared. We could really use some engineering help up here.","채굴 갑판 기록\n크로이츠 G. (QMED)\n이곳 상황이 훨씬 나빠졌다. 소행성을 분류하던 중에 중력 장애가 발생했고, 소행성 하나가 중력 빔에서 풀려났다. 그 소행성은 벽에 충돌해 승무원 두 명을 죽이고 여러 조각으로 쪼개졌다. 조각들이 처리실 안을 떠다니고 있어서, 그걸 치우기 전까지는 중력을 복구해 마스터 키를 가져올 수가 없다. 여기 기술 지원이 정말 필요하다."
0x58B217D1,"EA Support Organizations","EA 지원 조직"
0x590316E2,"Large air canister that replenishes the air meter.","산소 미터를 보충해 주는 대형 산소통."
0x59146752,"Glen Schofield","Glen Schofield"
0x59146753,"Chris Stone","Chris Stone"
0x59146754,"Ben Wanat","Ben Wanat"
0x5923BC1E,"Edgar Sun","Edgar Sun"
0x5967C1A2,"Cursor Up","커서 위"
0x599AE73F,"Go to the Bridge","브릿지로 가라"
0x59AA919D,"USE STASIS\nTO SLOW OBJECTS","감속장비를 사용해\n물체를 느리게 하라"
0x59CB3A79,"EARS Game Lab","EARS Game Lab"
0x59E3FCCF,"SG-","SG-"
0x59FF4066,"EAVESDROPPER","엿듣는 자"
0x5A2EB442,"[RDDown]Apply","[RDDown]적용"
0x5A3A3932,"Derek Chan","Derek Chan"
0x5A3ABFBD,"FIX CLIMATE CONTROL","기후 제어 장치를 수리하라"
0x5A53D1E3,"Additional Sound Design","추가 사운드 디자인"
0x5A80B575,"[Mouse_Accept]Continue","[Mouse_Accept]계속"
0x5A93E3C6,"100","100"
0x5A9E01B4,"[Activate]","[Activate]"
0x5AA0B8CF,"Chapter 11: Alternate Solutions","11장: 대안 해결책"
0x5ABBB139,"Find the DNA Sample","DNA 샘플을 찾아라"
0x5AEBBE36,"Force an enemy into a Gravity Panel 5 times","적을 중력 패널로 5회 밀어 넣기"
0x5AF02745,"Barracks","막사"
0x5B1C1135,"[Movement]","[Movement]"
0x5B1E768B,"Resume","돌아가기"
0x5B37E37C,"Controller %d Unplugged.\nPlease reconnect controller.","컨트롤러 %d 연결 해제됨.\n컨트롤러를 다시 연결하십시오."
0x5B818629,"Associate Product Manager","어소시에이트 제품 매니저"
0x5B933F58,"Lead Technical Art Director","리드 테크니컬 아트 디렉터"
0x5B9A20B6,"[Aim_Mode]","[Aim_Mode]"
0x5BCC7DD3,"Michael Davies","Michael Davies"
0x5BCC7DD4,"Tom Felker","Tom Felker"
0x5BCC7DD5,"Sophia Han","Sophia Han"
0x5BCC7DD6,"Walter Wei-Lun Huang","Walter Wei-Lun Huang"
0x5BCC7DD7,"Leo H. Lee","Leo H. Lee"
0x5BCC7DD8,"George Lu","George Lu"
0x5BCC7DD9,"Phil Maynard","Phil Maynard"
0x5BCC7DDA,"Michael Noonan","Michael Noonan"
0x5BCC7DDB,"Matt Pettifer","Matt Pettifer"
0x5BF7A2A4,"The ADS is now fully operational.  It should protect us from any asteroid collisions.  Looks like we've bought ourselves some time.","ADS가 완전히 가동되었다. 이제 소행성 충돌로부터 우리를 보호해 줄 것이다. 시간을 좀 번 것 같다."
0x5C0C05A6,"Medical gel pack that restores full health.","체력을 완전히 회복시켜 주는 의료용 젤 팩."
0x5C183037,"[Map]","[Map]"
0x5C466DC7,"Back","뒤로"
0x5C466DD4,"Back","뒤로"
0x5C4CB95A,"Russian Product Manager","러시아 제품 매니저"
0x5C4CB95F,"Russian Public Relations","러시아 홍보"
0x5C4F6FFE,"Back","뒤로"
0x5C4F700B,"Back","뒤로"
0x5C597158,"[Navigate]Navigate        [UI_Select]Select        [Exit_Rig]Exit","[Navigate]이동        [UI_Select]선택        [Exit_Rig]나가기"
0x5C761BFF,"Level Design Lead","레벨 디자인 리드"
0x5C7C50EA,"David Yee","David Yee"
0x5C8F14D5,"Small air canister that replenishes the air meter.","산소 미터를 보충해 주는 소형 산소통."
0x5C963FB8,"[Breadcrumbs]","[Breadcrumbs]"
0x5C976924,"Complete the game on any difficulty setting","아무 난이도로 게임 클리어"
0x5CC2F5DB,"Concept Artists","컨셉 아티스트"
0x5CE94722,"INITIATE FEEDING SYSTEM","급식 시스템 가동"
0x5D144F39,"[Activate]","[Activate]"
0x5D19A005,"William Lane","William Lane"
0x5D3A8A7C,"Fueling Complete","--주유 완료--"
0x5D3A8A7D,"Power routed to thrusters.","추진기로 전력을 보냈습니다."
0x5D709A07,"DAMAGE","파괴력"
0x5D76B79C,"Corrupted Save","손상된 저장 파일"
0x5DCB6913,"SFX Volume","효과음 음량"
0x5DCCE1B9,"Destroy the Asteroids","소행성을 파괴하라"
0x5E0B3796,"POWER NODE\nACQUIRED","파워 노드\n획득"
0x5E3D21E2,"BRUTE COMBAT","브루트 전투"
0x5E9D15EC,"/pause","/ 일시정지"
0x5EB93D21,"LEVEL 4 SUIT","레벨 4 보호복"
0x5EBE46AA,"The Ishimura looks like it's in bad shape, and our shuttle is going to need extensive repairs.  Where the hell is the flight crew?","이시무라의 상태가 심각해 보이고, 우리 우주선도 대대적인 수리가 필요할 것이다. 도대체 비행 승무원들은 어디 있는 거지?"
0x5ECC9B79,"Level 3 Suit Schematic","레벨 3 보호복 설계도"
0x5EEEF7F2,"R Ctrl","R Ctrl"
0x5EF92D79,"AIR TIMER TRAINING","산소 타이머 훈련"
0x5F32FD13,"MERCER'S LAST SERMON","머서의 마지막 설교"
0x5F3DD1C9,"Glen A. Schofield","Glen A. Schofield"
0x5F3DD1CA,"Michael Condrey","Michael Condrey"
0x5F3DD1CB,"Bret Robbins","Bret Robbins"
0x5F3DD1CC,"Ian Milham","Ian Milham"
0x5F3DD1CD,"Ben Wanat","Ben Wanat"
0x5F3DD1CE,"Paul Mathus","Paul Mathus"
0x5F3DD1CF,"Steve Timson","Steve Timson"
0x5F3DD1D0,"Don Veca","Don Veca"
0x5F3DD1D1,"Doug Brooks","Doug Brooks"
0x5F97F49B,"Sell","판매"
0x5FC98719,"Special Thanks","특별히 감사드린 분들"
0x5FDFA83D,"Anti Aliasing","안티 에일리어싱"
0x5FE13D93,"Steve Timson","Steve Timson"
0x601317AC,"Refueling Chamber","연료 주입실"
0x601317AD,"Engine Room","엔진실"
0x601317AE,"Engineering Storage","기술 보관실"
0x601317AF,"Fuel Storage","연료 저장실"
0x601317B0,"Control Room","통제실"
0x601317B1,"Tram Station","정거장"
0x601317B2,"Machine Shop","기계실"
0x601317B3,"Centrifuge","원심분리기"
0x601317B4,"Decontamination","오염 제거실"
0x602851F0,"GRAVITY TETHER STATUS","중력 올가미 상태"
0x602851F1,"Malfunction!!! danger!!!","고장!!! 위험!!!"
0x602B91F7,"Technical Artist","테크니컬 아티스트"
0x604F1907,"CENTRIFUGE ONLINE","원심분리기 작동"
0x6063D957,"APAC Product Manager","아시아태평양 제품 매니저"
0x60C09F1B,"R Shift","R Shift"
0x60C91B82,"CAPSULE COMPLETE","캡슐 완성"
0x60CA71FD,"David Blizard","David Blizard"
0x60DE1239,"Go to the Bridge","브릿지로 가라"
0x6105236A,"Kill at least 30 enemies with a melee attack","근접 공격으로 적 30명 이상 제거"
0x614B18B0,"OPEN?","열기?"
0x61A565F7,"START","시작"
0x61B6D8E1,"Finally, the ship seems stable.  I've bought us some time, hopefully enough to find this SOS Beacon.  But even if we send out a distress signal, is anyone close enough to this system to hear it...?","마침내 우주선이 안정된 것 같다. 시간을 좀 벌었으니, 이 SOS 신호기를 찾을 만큼 충분하길 바란다. 하지만 조난신호를 보낸다 해도, 그걸 들을 만큼 이 항성계 가까이에 누가 있기나 할까…?"
0x61ECBC9A,"Foot Stomp","발 구르기"
0x620EA290,"Large Med Pack Schematic","대형 회복제 설계도"
0x622F125E,"RECOMBINATION STUDY","재조합 연구"
0x623DC5BF,"David Pugh","David Pugh"
0x623DC5C0,"Joe Spicher","Joe Spicher"
0x6251A1C9,"FLAME FUEL\nSchematic Acquired\nDownload at the Store","기름통\n설계도 획득\n상점에서 다운로드"
0x62945F22,"Shadow Quality","그림자 품질"
0x62A16A81,"Complete Chapter 4 on any difficulty setting","아무 난이도로 4장 완료"
0x62CAD8F7,"Environment Artists","환경 아티스트"
0x62D7ACF7,"Call\nGondola","곤돌라\n호출"
0x62D879A6,"INPUT CARGO NUMBER","화물 번호 입력"
0x62D879A7,"11506","11506"
0x62D879A8,"ACCESSING CARGO","화물 접근 중"
0x62D879A9,"CARGO DELIVERED","화물 배송 완료"
0x632B1061,"Impossible","불가능"
0x63BB13E3,"BACK","뒤로"
0x63C2B337,"COMMUNICATON CONTROL","통신 제어"
0x63EF42B9,"Kill the Captain","선장을 제거하라"
0x63FD6D24,"Can't Sell","판매 불가"
0x640AEA0E,"WIDTH","너비"
0x643B562D,"Pause Menu","일시정지 메뉴"
